Date,Close,Volume,Open,High,Low
2017-08-17,70.38,25054125,72.242,72.66,70.318
2017-08-16,72.58,17030865,72.6,73.3,72.50399999999999
2017-08-15,72.47,15423005,73.04,73.098,71.874
2017-08-14,72.76,22539845,72.926,73.532,72.52
2017-08-11,71.57,21787810,71.39399999999999,72.252,70.72399999999999
2017-08-10,71.08,35315270,72.32,73.3301,70.932
2017-08-09,72.71,34405910,72.2,74.0,71.79
2017-08-08,73.04,37159190,71.506,73.71600000000001,71.48
2017-08-07,71.03,31546655,71.47,71.896,70.55
2017-08-04,71.38,46166475,69.4,71.454,68.66
2017-08-03,69.42,67621350,69.066,70.0,68.63
2017-08-02,65.18,59711750,63.788000000000004,65.42399999999999,62.244
2017-08-01,63.91,41424985,64.6,64.89,63.226000000000006
2017-07-31,64.69,42627270,67.1,68.298,64.208
2017-07-28,67.01,24349455,67.378,67.92,66.502
2017-07-27,66.89,41429395,69.2,69.5,65.258
2017-07-26,68.77,24047570,68.072,69.1,67.624
2017-07-25,67.92,34889660,69.0,69.12,66.83
2017-07-24,68.5,42991460,66.048,68.6798,66.002
2017-07-21,65.68,24358540,65.892,66.2515,65.16
2017-07-20,65.98,25712580,65.38,66.044,64.84
2017-07-19,65.05,31729420,65.646,66.33,64.6439
2017-07-18,65.65,31803550,63.5,65.82600000000001,63.132
2017-07-17,63.91,49137530,65.108,65.42,62.69
2017-07-14,65.56,28039620,64.638,65.684,64.244
2017-07-13,64.68,42911575,66.02199999999999,66.32,63.994
2017-07-12,65.9,51586200,66.08,66.62,64.9
2017-07-11,65.44,57633800,63.2,65.456,62.86
2017-07-10,63.21,68801450,62.58,63.588,60.626000000000005
2017-07-07,62.64,70649750,62.7,63.4,61.476000000000006
2017-07-06,61.77,96290200,63.452,64.158,61.26
2017-07-05,65.42,84991500,69.44,69.44800000000001,65.266
2017-07-03,70.52,31527005,74.048,74.27,70.3
2017-06-30,72.32,29115230,72.742,73.3535,71.9237
2017-06-29,72.15,41012315,74.122,74.2,70.82
2017-06-28,74.25,31451615,73.336,74.348,72.50399999999999
2017-06-27,72.47,34887470,75.28,75.28,72.404
2017-06-26,75.5,32984270,77.33800000000001,77.39,74.62
2017-06-23,76.69,32125900,76.49,77.398,75.869
2017-06-22,76.52,37552030,75.598,77.0,74.714
2017-06-21,75.28,24583850,74.87,75.398,73.604
2017-06-20,74.45,37095550,75.334,75.77600000000001,73.946
2017-06-19,73.96,32167170,75.0,75.34,73.56
2017-06-16,74.28,31737250,75.595,75.602,74.02
2017-06-15,75.07,52063250,74.5,75.092,73.298
2017-06-14,76.13,63892400,76.217,76.85,75.262
2017-06-13,75.19,58866850,73.524,75.2,73.322
2017-06-12,71.8,52539300,71.598,72.9,70.124
2017-06-09,71.46,86250300,74.884,75.374,70.96
2017-06-08,74.0,45143385,72.75,74.38,72.044
2017-06-07,71.93,46743460,71.268,72.1,71.028
2017-06-06,70.57,55159600,68.94,71.8986,67.994
2017-06-05,69.46,33845870,67.7,69.688,66.842
2017-06-02,67.97,27919760,67.954,68.57600000000001,67.186
2017-06-01,68.07,38008820,68.8,68.976,67.458
2017-05-31,68.2,49687780,67.538,68.578,67.032
2017-05-30,67.02,38857680,65.2,67.256,65.152
2017-05-26,65.03,38965045,63.456,65.098,63.262
2017-05-25,63.37,25002160,62.20399999999999,63.394,61.562
2017-05-24,62.04,25175960,61.302,62.2,61.08
2017-05-23,60.77,21571335,62.092,62.146,60.696000000000005
2017-05-22,62.07,21621525,62.56,62.873999999999995,61.36
2017-05-19,62.17,23272900,63.1,63.3,62.04
2017-05-18,62.61,28045765,61.4,62.788000000000004,61.062
2017-05-17,61.22,33478285,62.878,62.926,61.1
2017-05-16,63.4,20705330,63.518,64.012,63.028
2017-05-15,63.18,38034270,63.676,64.04,62.506
2017-05-12,64.96,20593065,65.096,65.4,64.306
2017-05-11,64.62,23735860,64.68,65.2,63.92
2017-05-10,65.04,28672620,64.312,65.1,63.623999999999995
2017-05-09,64.25,48316870,61.876000000000005,64.398,61.82
2017-05-08,61.44,35014535,62.18,62.758,61.163999999999994
2017-05-05,61.67,40587245,59.6,61.71,59.36
2017-05-04,59.09,70679950,61.486999999999995,61.553999999999995,58.152
2017-05-03,62.2,34396295,63.534,64.306,62.09
2017-05-02,63.78,26582755,64.8,65.532,63.312
2017-05-01,64.57,44099440,62.976000000000006,65.45,62.961999999999996
2017-04-28,62.81,22483295,61.966,62.96,61.6
2017-04-27,61.73,17313315,62.338,62.618,61.5
2017-04-26,62.03,23415655,62.474,62.9,61.8
2017-04-25,62.76,33670810,61.6,62.79600000000001,61.172
2017-04-24,61.61,25388855,61.843999999999994,62.11,61.2043
2017-04-21,61.12,22509790,60.4,61.28,60.083999999999996
2017-04-20,60.5,30729805,61.302,61.83,60.04600000000001
2017-04-19,61.1,19455725,60.492,61.324,60.422
2017-04-18,60.05,15171125,59.94,60.168,59.58
2017-04-17,60.29,20640335,60.54,60.8,59.736000000000004
2017-04-13,60.8,46378410,59.34,61.478,59.06
2017-04-12,59.37,30218240,61.268,61.6896,59.263999999999996
2017-04-11,61.74,28590265,62.676,62.693999999999996,61.1
2017-04-10,62.48,38268115,61.83,62.746,61.742
2017-04-07,60.51,22833160,59.5,60.538000000000004,59.43
2017-04-06,59.74,27588655,59.376000000000005,60.388000000000005,58.82
2017-04-05,59.0,39292825,60.408,60.976000000000006,58.84
2017-04-04,60.74,50541150,59.378,60.961999999999996,58.906000000000006
2017-04-03,59.7,69324250,57.38,59.8,56.916000000000004
2017-03-31,55.66,16468490,55.746,55.93600000000001,55.2639
2017-03-30,55.58,20707185,55.608000000000004,56.4,55.442
2017-03-29,55.48,18362630,55.668,55.92,55.108000000000004
2017-03-28,55.49,39893325,55.403999999999996,56.136,55.0
2017-03-27,54.04,31106805,52.12,54.114,51.95
2017-03-24,52.63,28188340,51.14,52.778,51.001999999999995
2017-03-23,50.96,16549220,51.078,51.5344,50.66
2017-03-22,51.0,20283675,50.312,51.013999999999996,50.102
2017-03-21,50.14,34507775,52.566,52.96,50.048
2017-03-20,52.38,18008080,52.12,52.91,51.7642
2017-03-17,52.3,32455090,52.8,53.066,52.24
2017-03-16,52.41,35635900,52.48,53.15,51.812
2017-03-15,51.15,26166825,51.4,52.2,50.854
2017-03-14,51.6,37908595,49.222,51.623999999999995,49.20399999999999
2017-03-13,49.23,15056400,48.964,49.37,48.5562
2017-03-10,48.74,15313925,49.242,49.3,48.6
2017-03-09,48.98,19382470,49.526,49.732,48.6
2017-03-08,49.37,18633730,49.4,50.013999999999996,49.06399999999999
2017-03-07,49.72,17262935,50.38399999999999,50.778,49.663999999999994
2017-03-06,50.24,16768005,49.582,50.34,49.501999999999995
2017-03-03,50.31,14627405,50.148,50.38,49.8
2017-03-02,50.1,16728755,49.942,50.656000000000006,49.653999999999996
2017-03-01,50.0,24024815,50.836000000000006,50.97,49.821999999999996
2017-02-28,50.0,30369450,48.838,50.2,48.78
2017-02-27,49.25,57250800,49.63399999999999,49.672,48.402
2017-02-24,51.4,40834345,50.532,51.65,50.04
2017-02-23,51.2,74385450,52.8,52.931999999999995,51.111999999999995
2017-02-22,54.7,42689055,56.062,56.69,54.52
2017-02-21,55.48,28237875,55.09,56.28,54.802
2017-02-17,54.45,31257345,53.16,54.578,52.83
2017-02-16,53.79,35319300,55.52,56.0,53.7
2017-02-15,55.95,24719395,56.0,56.448,55.288000000000004
2017-02-14,56.2,36707250,55.806000000000004,57.478,55.722
2017-02-13,56.12,35115360,54.148,56.158,54.102
2017-02-10,53.85,18091680,53.958,54.19,53.222
2017-02-09,53.84,39063000,53.25,54.236000000000004,53.23
2017-02-08,52.42,19562140,51.47,52.672,51.24
2017-02-07,51.5,21220315,51.638000000000005,52.0,51.284
2017-02-06,51.55,17788000,50.2,51.56399999999999,50.126000000000005
2017-02-03,50.27,10926150,50.382,50.4358,49.93600000000001
2017-02-02,50.31,12493995,49.668,50.483999999999995,49.542
2017-02-01,49.85,19765525,50.61,50.64,49.81
2017-01-31,50.39,20560065,49.848,51.178000000000004,49.54
2017-01-30,50.13,18993190,50.506,51.058,49.42
2017-01-27,50.59,15808870,50.276,50.6,49.70399999999999
2017-01-26,50.5,15718585,50.858000000000004,51.148,50.15
2017-01-25,50.89,25726505,51.461999999999996,51.692,50.36
2017-01-24,50.92,24790720,50.0,50.96,49.93
2017-01-23,49.78,31310485,49.17,50.178000000000004,49.1
2017-01-20,48.95,20998600,49.092,49.2,48.602
2017-01-19,48.75,38586220,49.45,49.736000000000004,48.15
2017-01-18,47.67,18836360,47.33,47.942,47.11600000000001
2017-01-17,47.12,23073655,47.34,47.992,46.873999999999995
2017-01-13,47.55,30428050,46.0,47.57,45.918
2017-01-12,45.92,18937735,45.812,46.14,45.11600000000001
2017-01-11,45.95,18249550,45.81399999999999,45.996,45.336000000000006
2017-01-10,45.97,18294905,46.4,46.4,45.378
2017-01-09,46.26,19863580,45.794,46.38399999999999,45.6
2017-01-06,45.8,27620765,45.386,46.062,45.09
2017-01-05,45.35,29544635,45.284,45.496,44.39
2017-01-04,45.4,56022800,42.95,45.6,42.861999999999995
2017-01-03,43.4,29507470,42.972,44.066,42.192
2016-12-30,42.74,23206440,43.26,43.5,42.336000000000006
2016-12-29,42.94,20215430,43.711999999999996,43.84,42.8245
2016-12-28,43.95,18892720,44.306000000000004,44.76,43.44
2016-12-27,43.91,29566675,42.976000000000006,44.45,42.88399999999999
2016-12-23,42.67,23341315,41.6,42.69,41.542
2016-12-22,41.69,15542135,41.644,41.998000000000005,41.3
2016-12-21,41.54,26030715,41.69,42.446000000000005,41.482
2016-12-20,41.76,23421345,40.61,41.8,40.5
2016-12-19,40.55,17434685,40.498000000000005,40.89,39.968
2016-12-16,40.5,18977220,39.616,40.518,39.52
2016-12-15,39.52,16093265,39.681999999999995,40.148,39.478
2016-12-14,39.74,20736570,39.748000000000005,40.6,39.352
2016-12-13,39.63,34096610,38.635999999999996,40.256,38.6
2016-12-12,38.49,12182140,38.56,38.884,38.208
2016-12-09,38.44,13604685,38.174,38.7672,38.162
2016-12-08,38.46,15968420,38.41,38.5,37.908
2016-12-07,38.63,27285355,37.23,38.68,37.0
2016-12-06,37.17,16946825,37.104,37.316,36.5365
2016-12-05,37.36,20347400,36.501999999999995,37.778,36.501999999999995
2016-12-02,36.29,20201005,36.576,36.976,36.0
2016-12-01,36.38,25595525,37.65,37.705999999999996,36.2
2016-11-30,37.88,17724455,38.2,38.378,37.5
2016-11-29,37.91,22176560,39.111999999999995,39.346,37.9
2016-11-28,39.22,22605410,39.096,39.87,38.91
2016-11-25,39.33,11830490,38.728,39.4474,38.728
2016-11-23,38.63,24451425,38.122,39.1288,37.8
2016-11-22,38.23,28006190,37.168,38.294000000000004,36.742
2016-11-21,36.9,21779360,37.008,37.778,36.882
2016-11-18,37.0,26032365,38.13,38.6,37.0
2016-11-17,37.73,24404845,36.698,37.898,36.422
2016-11-16,36.79,17163340,36.53,36.946,36.242
2016-11-15,36.75,19498715,36.556,37.286,36.41
2016-11-14,36.29,32739565,37.6,37.65,35.638000000000005
2016-11-11,37.71,19935455,36.848,37.775999999999996,36.6
2016-11-10,37.07,33731450,38.21,38.321999999999996,36.084
2016-11-09,38.01,40832235,37.375,38.4,36.79
2016-11-08,38.99,16264635,38.758,39.498000000000005,38.251999999999995
2016-11-07,38.64,19288410,38.718,38.858000000000004,38.01
2016-11-04,38.11,25719575,37.8,38.692,37.192
2016-11-03,37.48,13222750,37.8,38.294000000000004,37.408
2016-11-02,37.6,21211250,38.01,38.539,37.501
2016-11-01,38.16,35118370,39.608000000000004,39.7,37.621
2016-10-31,39.55,23456600,40.498000000000005,40.498000000000005,39.162
2016-10-28,39.99,21367280,40.8,41.06399999999999,39.966
2016-10-27,40.8,65354950,42.268,42.74,40.33
2016-10-26,40.45,26734465,40.2,40.638000000000005,40.02
2016-10-25,40.47,12210590,40.58,40.938,40.24
2016-10-24,40.55,13736720,40.2,40.789,40.05
2016-10-21,40.02,14684540,39.72,40.314,39.482
2016-10-20,39.82,25347050,40.424,40.6,39.41
2016-10-19,40.71,34830925,39.948,41.332,39.611999999999995
2016-10-18,39.82,28380230,39.198,39.894,38.652
2016-10-17,38.79,22591655,39.41,39.678000000000004,38.4
2016-10-14,39.3,21327355,40.132,40.286,39.26
2016-10-13,40.05,12475700,40.1,40.179,39.41
2016-10-12,40.3,9845495,40.19,40.775999999999996,40.084
2016-10-11,40.02,11633770,40.37,40.44,39.662
2016-10-10,40.19,16556700,40.27,40.828,39.931999999999995
2016-10-07,39.32,17447400,40.2,40.264,39.16
2016-10-06,40.2,23489685,40.492,40.842,40.042
2016-10-05,41.69,9362280,42.448,42.63,41.623999999999995
2016-10-04,42.28,17689765,42.62,42.663999999999994,41.763999999999996
2016-10-03,42.74,29946710,42.46,43.1338,41.65
2016-09-30,40.81,12908650,40.442,40.996,39.91
2016-09-29,40.14,13570200,41.12,41.466,40.116
2016-09-28,41.25,10396620,41.501999999999995,41.65,41.052
2016-09-27,41.16,16839535,41.93,41.9964,40.9219
2016-09-26,41.8,11966865,41.3,42.2,41.3
2016-09-23,41.49,14520625,41.198,42.036,41.13399999999999
2016-09-22,41.29,11908000,41.28,41.456,40.6
2016-09-21,41.04,13156425,41.273999999999994,41.4,40.312
2016-09-20,40.93,12042780,41.37,41.55,40.782
2016-09-19,41.27,11491590,41.4,41.886,41.0
2016-09-16,41.08,15521330,40.084,41.14,39.8
2016-09-15,40.08,15414710,39.298,40.5039,39.28
2016-09-14,39.28,11280715,39.15,39.585,38.9712
2016-09-13,39.21,17915700,39.412,39.698,38.69
2016-09-12,39.66,18570245,39.0,40.2738,38.82
2016-09-09,38.89,18768670,39.818000000000005,39.984,38.74
2016-09-08,39.47,16861465,39.91,39.978,39.272
2016-09-07,40.34,18189590,41.1,41.2994,40.141999999999996
2016-09-06,40.57,21930965,39.804,40.65,39.8
2016-09-02,39.56,29850770,40.466,40.64,39.24
2016-09-01,40.15,39662220,41.802,42.22,40.1
2016-08-31,42.4,16374270,42.086000000000006,42.52,41.73
2016-08-30,42.27,15821110,43.222,43.222,42.104
2016-08-29,43.04,16306905,44.03,44.08,43.0
